,price,title
18," de R$ 1.899,00   por R$ 1.610,10 à vista (10% de desconto)      ou R$ 1.789,00 em 10x de R$ 178,90 sem juros ","Smartphone Motorola G7 Plus 64GB Indigo 4G - 4GB RAM Tela 6,24” Câm. Dupla + Câm. Selfie 12MP - Moto G7 Plus - Magazine Luiza"
19," de R$ 1.599,00   por R$ 1.319,12 à vista (12% de desconto)      ou R$ 1.499,00 em 10x de R$ 149,90 sem juros ","Smartphone Motorola G7 64GB Ônix 4G - 4GB RAM Tela 6,24” Câm. Dupla + Câm. Selfie 8MP - Moto G7 - Magazine Luiza"
20," de R$ 1.599,00   por R$ 1.319,12 à vista (12% de desconto)      ou R$ 1.499,00 em 10x de R$ 149,90 sem juros ","Smartphone Motorola G7 64GB Polar 4G - 4GB RAM Tela 6,24” Câm. Dupla + Câm. Selfie 8MP - Moto G7 - Magazine Luiza"
21," de R$ 1.399,00   por R$ 1.079,10 à vista (10% de desconto)      ou R$ 1.199,00 em 10x de R$ 119,90 sem juros ","Smartphone Motorola G7 Power 32GB Azul Navy 4G - 3GB RAM Tela 6,2” Câm. 12MP + Câm. Selfie 8MP - Moto G7 Power - Magazine Luiza"
22," de R$ 1.199,00   por R$ 899,10 à vista (10% de desconto)      ou R$ 999,00 em 10x de R$ 99,90 sem juros ","Smartphone Motorola Moto G6 Play 32GB Indigo - 4G Octa Core 3GB RAM Tela 5,7” Câm 13MP + Selfie 8 - Moto G6 Play - Magazine Luiza"
23," de R$ 1.199,00   por R$ 899,10 à vista (10% de desconto)      ou R$ 999,00 em 10x de R$ 99,90 sem juros ",Smartphone Motorola Moto G6 Play 32GB Ouro - Dual Chip 4G Câm 13MP + Selfie 8MP Flash Tela 5.7” - Moto G6 Play - Magazine Luiza
24," de R$ 994,00   por R$ 719,10 à vista (10% de desconto)      ou R$ 799,00 em 10x de R$ 79,90 sem juros ","Smartphone Motorola Moto E5 32GB Ouro 4G - Quad Core 2GB RAM Tela 5,7” Câm. 13MP + Selfie 5MP - Moto E5 - Magazine Luiza"
25," de R$ 899,00   por R$ 629,10 à vista (10% de desconto)      ou R$ 699,00 em 10x de R$ 69,90 sem juros ",Smartphone Motorola Moto E5 16GB Ouro - Dual Chip 4G Câm 13MP + Selfie 5MP Flash Tela 5.7” - Moto E5 - Magazine Luiza
26," de R$ 994,00   por R$ 616,41 à vista (10% de desconto)      ou R$ 684,90 em 10x de R$ 68,49 sem juros ","Smartphone Motorola Moto E5 Play 16GB Ouro 4G - Quad Core 1GB RAM Tela 5,34” Câm. 8MP + Selfie 5MP - Moto E5 - Magazine Luiza"
27," de R$ 994,00   por R$ 602,91 à vista (10% de desconto)      ou R$ 669,90 em 10x de R$ 66,99 sem juros ","Smartphone Motorola Moto E5 Play 16GB Preto 4G - Quad Core 1GB RAM Tela 5,34” Câm. 8MP + Selfie 5MP - Moto E5 - Magazine Luiza"
28," de R$ 709,00   por R$ 499,00      em 10x de R$ 49,90 sem juros ",Smartphone LG K9 16GB Dual Chip 5.0 Câmera 8MP Selfie 5MP Android TV Digital Android 7.0 Azul - Celular LG - Magazine Luiza
29," de R$ 749,00   por R$ 557,10 à vista (10% de desconto)      ou R$ 619,00 em 10x de R$ 61,90 sem juros ",Smartphone LG K9 TV 16GB Preto 4G Quad Core - 2GB RAM Tela 5” HD Câm. 8MP Selfie 5MP Dual Chip - LG K9 TV - Magazine Luiza
