price;price_parcela;title;a_vista_price;desconto_a_vista;porcentagem_desconto_a_vista;qtd_de_parcelas;valor_parcelas;a_vista_ame;qtd_de_parcelas_ame;valor_parcelas_ame;receber_de_volta_ame;numero_parcelas_em_1x_no_cartao_ou_cartao_americanas;valor_parcelas_em_1x_no_cartao_ou_cartao_americanas;no_boleto;em_1x_no_cartao_de_credito;manufacturer;modelo;memoria;cor
R$ 8799,00 (10% de desconto)R$ 7919,10no boleto ou em 1x no cartÍ£o;R$ 8799,00 em atÍ© 12x de R$ 733,25 s/ juros com Ame e receba R$ 439,95 (5% de volta) R$ 8799,00 no cartÍ£o de crÍ©dito em atÍ© 10x de R$ 879,90 s/ jurosR$ 7919,10 em 1x no cartÍ£o Americanascom (10% de desconto) ou R$ 8799,00 em atÍ© 12x de R$ 733,25 s/ jurosformas de parcelamento;iPhone Xs Max Ouro 256GB IOS12 4G + Wi-fi CÍ¢mera 12MP - Apple nas Lojas Americanas.com;8799;True;10;0;0;8799;12x;733,25;439,95;12x;879,9;0;8799;Apple;Iphone Xs;256GB;Ouro
R$ 8599,00Selo PrimeEsta Í© uma oferta prime10x de R$ 859,90 s/ juros;R$ 8599,00 em atÍ© 12x de R$ 716,58 s/ juros com Ame e receba R$ 429,95 (5% de volta) R$ 7739,10 em 1x no cartÍ£o de crÍ©dito (10% de desconto)R$ 7739,10 no cartÍ£o Americanascom em atÍ© 12x de R$ 644,92 s/ juros (10% de desconto)formas de parcelamento;iPhone Xs Max Ouro 512GB IOS12 4G + Wi-fi CÍ¢mera 12MP - Apple nas Lojas Americanas.com;8599;False;0;10x;859,9;8599;12x;716,58;429,95;12x;644,92;0;7739,1;Apple;Iphone Xs;512GB;Ouro
R$ 6999,00Selo PrimeEsta Í© uma oferta prime10x de R$ 699,90 s/ juros;R$ 6999,00 em atÍ© 12x de R$ 583,25 s/ juros com Ame e receba R$ 349,95 (5% de volta) R$ 6299,10 em 1x no cartÍ£o de crÍ©dito (10% de desconto)R$ 6299,10 no cartÍ£o Americanascom em atÍ© 12x de R$ 524,92 s/ juros (10% de desconto)formas de parcelamento;iPhone Xs Max 64GB Ouro IOS12 4G + Wi-fi CÍ¢mera 12MP - Apple nas Lojas Americanas.com;6999;False;0;10x;699,9;6999;12x;583,25;349,95;12x;524,92;0;6299,1;Apple;Iphone Xs;64GB;Ouro
R$ 1399,00 (10% de desconto)R$ 1259,10em 1x no cartÍ£o;R$ 1399,00 em atÍ© 12x de R$ 116,58 s/ juros com Ame e receba R$ 69,95 (5% de volta) R$ 1399,00 no boleto bancÍçrioR$ 1399,00 no cartÍ£o de crÍ©dito em atÍ© 10x de R$ 139,90 s/ jurosR$ 1259,10 no cartÍ£o Americanascom em atÍ© 12x de R$ 104,92 s/ juros (10% de desconto)formas de parcelamento;"Smartphone Motorola Moto G7 64GB Dual Chip Android Pie - 9.0 Tela 6.24"" 1.8 GHz Octa-Core 4G CÍ¢mera 12 + 5MP (Dual Traseira) - Íînix nas Lojas Americanas.com";1399;True;10;0;0;1399;12x;116,58;69,95;12x;139,9;1399;1399;Motorola;Moto G7;64GB;Ônix
R$ 1443,33 (10% de desconto)R$ 1298,99Selo PrimeEsta Í© uma oferta primeem 1x no cartÍ£o;R$ 1443,33 em atÍ© 12x de R$ 120,27 s/ juros com Ame e receba R$ 72,17 (5% de volta) R$ 1443,33 no boleto bancÍçrioR$ 1443,33 no cartÍ£o de crÍ©dito em atÍ© 10x de R$ 144,33 s/ jurosR$ 1298,99 no cartÍ£o Americanascom em atÍ© 12x de R$ 108,24 s/ juros (10% de desconto)formas de parcelamento;"Smartphone Motorola Moto G7 64GB Dual Chip Android Pie - 9.0 Tela 6.24"" 1.8 GHz Octa-Core 4G CÍ¢mera 12 + 5MP (Dual Traseira)- Branco Polar nas Lojas Americanas.com";1443,33;True;10;0;0;1443,33;12x;120,27;72,17;12x;144,33;1443,33;1443,33;Motorola;Moto G7;64GB;Branco Polar
R$ 3599,00Selo PrimeEsta Í© uma oferta prime10x de R$ 359,90 s/ juros;R$ 3599,00 em atÍ© 12x de R$ 299,91 s/ juros com Ame e receba R$ 179,95 (5% de volta) R$ 3239,10 em 1x no cartÍ£o de crÍ©dito (10% de desconto)R$ 3239,10 no cartÍ£o Americanascom em atÍ© 12x de R$ 269,92 s/ juros (10% de desconto)formas de parcelamento;"iPhone 7 Plus 128GB dourado Tela Retina HD 5,5"" 3D Touch CÍ¢mera Dupla de 12MP - Apple nas Lojas Americanas.com";3599;False;0;10x;359,9;3599;12x;299,91;179,95;12x;269,92;0;3239,1;Iphone;Iphone 7 Plus;128GB;Dourado
R$ 3199,00 (10% de desconto)R$ 2879,10Selo PrimeEsta Í© uma oferta primeem 1x no cartÍ£o;R$ 3199,00 em atÍ© 12x de R$ 266,58 s/ juros com Ame e receba R$ 159,95 (5% de volta) R$ 3199,00 no boleto bancÍçrioR$ 3199,00 no cartÍ£o de crÍ©dito em atÍ© 10x de R$ 319,90 s/ jurosR$ 2879,10 no cartÍ£o Americanascom em atÍ© 12x de R$ 239,92 s/ juros (10% de desconto)formas de parcelamento;iPhone 7 128GB Preto Matte Desbloqueado IOS 10 Wi-fi + 4G CÍ¢mera 12MP - Apple nas Lojas Americanas.com;3199;True;10;0;0;3199;12x;266,58;159,95;12x;319,9;3199;3199;Iphone;Iphone 7;128GB;Preto Matte
R$ 3999,0010x de R$ 399,90 s/ juros;R$ 3999,00 em atÍ© 12x de R$ 333,25 s/ juros com Ame e receba R$ 199,95 (5% de volta) R$ 3599,10 em 1x no cartÍ£o de crÍ©dito (10% de desconto)R$ 3599,10 no cartÍ£o Americanascom em atÍ© 12x de R$ 299,92 s/ juros (10% de desconto)formas de parcelamento;"Iphone 8 Plus 64GB Ouro  Tela 5.5"" iOS 12 4G CÍ¢mera 12MP - Apple nas Lojas Americanas.com";3999;False;0;10x;399,9;3999;12x;333,25;199,95;12x;299,92;0;3599,1;Iphone;Iphone 8 Plus;64GB;Ouro
R$ 3899,0010x de R$ 389,90 s/ juros;R$ 3899,00 em atÍ© 12x de R$ 324,91 s/ juros com Ame e receba R$ 194,95 (5% de volta) R$ 3509,10 em 1x no cartÍ£o de crÍ©dito (10% de desconto)R$ 3509,10 no cartÍ£o Americanascom em atÍ© 12x de R$ 292,42 s/ juros (10% de desconto)formas de parcelamento;"iPhone 8 Plus 64GB Cinza Tela 5.5"" iOS 12 4G CÍ¢mera 12MP - Apple nas Lojas Americanas.com";3899;False;0;10x;389,9;3899;12x;324,91;194,95;12x;292,42;0;3509,1;Iphone;Iphone 8 Plus;64GB;Cinza
R$ 3899,00 (10% de desconto)R$ 3509,10em 1x no cartÍ£o;R$ 3899,00 em atÍ© 12x de R$ 324,91 s/ juros com Ame e receba R$ 194,95 (5% de volta) R$ 3899,00 no boleto bancÍçrioR$ 3899,00 no cartÍ£o de crÍ©dito em atÍ© 10x de R$ 389,90 s/ jurosR$ 3509,10 no cartÍ£o Americanascom em atÍ© 12x de R$ 292,42 s/ juros (10% de desconto)formas de parcelamento;iPhone 8 Plus 64gb Silver Tela 5.5_„ù iOS 12 4G CÍ¢mera 12 MP - Apple nas Lojas Americanas.com;3899;True;10;0;0;3899;12x;324,91;194,95;12x;389,9;3899;3899;Iphone;Iphone 8 Plus;64GB;Cinza
R$ 3199,00Selo PrimeEsta Í© uma oferta prime10x de R$ 319,90 s/ juros;R$ 3199,00 em atÍ© 12x de R$ 266,58 s/ juros com Ame e receba R$ 159,95 (5% de volta) R$ 2879,10 no cartÍ£o Americanascom em atÍ© 12x de R$ 239,92 s/ juros (10% de desconto)formas de parcelamento;iPhone 7 128GB Ouro Rosa Desbloqueado IOS 10 Wi-fi + 4G CÍ¢mera 12MP - Apple nas Lojas Americanas.com;3199;False;0;10x;319,9;3199;12x;266,58;159,95;12x;239,92;0;0;Iphone;Iphone 7;128GB;Ouro Rosa
R$ 4399,00 (10% de desconto)R$ 3959,10Selo PrimeEsta Í© uma oferta primeem 1x no cartÍ£o;R$ 4399,00 em atÍ© 12x de R$ 366,58 s/ juros com Ame e receba R$ 219,95 (5% de volta) R$ 4399,00 no boleto bancÍçrioR$ 4399,00 no cartÍ£o de crÍ©dito em atÍ© 10x de R$ 439,90 s/ jurosR$ 3959,10 no cartÍ£o Americanascom em atÍ© 12x de R$ 329,92 s/ juros (10% de desconto)formas de parcelamento;iPhone Xr 64GB Preto IOS12 4G + Wi-fi CÍ¢mera 12MP - Apple nas Lojas Americanas.com;4399;True;10;0;0;4399;12x;366,58;219,95;12x;439,9;4399;4399;Iphone;Iphone Xr;64GB;Preto
R$ 4399,00Selo PrimeEsta Í© uma oferta prime10x de R$ 439,90 s/ juros;R$ 4399,00 em atÍ© 12x de R$ 366,58 s/ juros com Ame e receba R$ 219,95 (5% de volta) R$ 3959,10 em 1x no cartÍ£o de crÍ©dito (10% de desconto)R$ 3959,10 no cartÍ£o Americanascom em atÍ© 12x de R$ 329,92 s/ juros (10% de desconto)formas de parcelamento;iPhone Xr 64GB Azul IOS12 4G + Wi-fi CÍ¢mera 12MP - Apple nas Lojas Americanas.com;4399;False;0;10x;439,9;4399;12x;366,58;219,95;12x;329,92;0;3959,1;Iphone;Iphone Xr;64GB;Azul
R$ 4399,99 (10% de desconto)R$ 3959,99Selo PrimeEsta Í© uma oferta primeem 1x no cartÍ£o;R$ 4399,99 em atÍ© 12x de R$ 366,66 s/ juros com Ame e receba R$ 220,00 (5% de volta) R$ 4399,99 no boleto bancÍçrioR$ 4399,99 no cartÍ£o de crÍ©dito em atÍ© 10x de R$ 439,99 s/ jurosR$ 3959,99 no cartÍ£o Americanascom em atÍ© 12x de R$ 329,99 s/ juros (10% de desconto)formas de parcelamento;iPhone Xr 64GB Coral IOS12 4G + Wi-fi CÍ¢mera 12MP - Apple nas Lojas Americanas.com;4399,99;True;10;0;0;4399,99;12x;366,66;220;12x;439,99;4399,99;4399,99;Iphone;Iphone Xr;64GB;Coral
R$ 8799,0010x de R$ 879,90 s/ juros;R$ 8799,00 em atÍ© 12x de R$ 733,25 s/ juros com Ame e receba R$ 439,95 (5% de volta) R$ 7919,10 no boleto bancÍçrio (10% de desconto)R$ 7919,10 em 1x no cartÍ£o de crÍ©dito (10% de desconto)R$ 7919,10 em 1x no cartÍ£o Americanascom (10% de desconto) ou R$ 8799,00 em atÍ© 12x de R$ 733,25 s/ jurosformas de parcelamento;iPhone Xs Max Prata 256GB IOS12 4G + Wi-fi CÍ¢mera 12MP - Apple nas Lojas Americanas.com;8799;False;0;10x;879,9;8799;12x;733,25;439,95;12x;733,25;7919,1;7919,1;Iphone;Iphone Xs;256GB;Prata
R$ 7599,00Selo PrimeEsta Í© uma oferta prime10x de R$ 759,90 s/ juros;R$ 7599,00 em atÍ© 12x de R$ 633,25 s/ juros com Ame e receba R$ 379,95 (5% de volta) R$ 6839,10 em 1x no cartÍ£o de crÍ©dito (10% de desconto)R$ 6839,10 no cartÍ£o Americanascom em atÍ© 12x de R$ 569,92 s/ juros (10% de desconto)formas de parcelamento;iPhone Xs Max Cinza Espacial 256GB IOS12 4G + Wi-fi CÍ¢mera 12MP - Apple nas Lojas Americanas.com;7599;False;0;10x;759,9;7599;12x;633,25;379,95;12x;569,92;0;6839,1;Iphone;Iphone Xs;256GB;Cinza
R$ 6999,00Selo PrimeEsta Í© uma oferta prime10x de R$ 699,90 s/ juros;R$ 6999,00 em atÍ© 12x de R$ 583,25 s/ juros com Ame e receba R$ 349,95 (5% de volta) R$ 6299,10 em 1x no cartÍ£o de crÍ©dito (10% de desconto)R$ 6299,10 no cartÍ£o Americanascom em atÍ© 12x de R$ 524,92 s/ juros (10% de desconto)formas de parcelamento;iPhone Xs Max 64GB Cinza  Espacial IOS12 4G + Wi-fi CÍ¢mera 12MP - Apple nas Lojas Americanas.com;6999;False;0;10x;699,9;6999;12x;583,25;349,95;12x;524,92;0;6299,1;Iphone;Iphone Xs;64GB;Cinza
R$ 6299,00Selo PrimeEsta Í© uma oferta prime10x de R$ 629,90 s/ juros;R$ 6299,00 em atÍ© 12x de R$ 524,91 s/ juros com Ame e receba R$ 314,95 (5% de volta) R$ 5669,10 no cartÍ£o Americanascom em atÍ© 12x de R$ 472,42 s/ juros (10% de desconto)formas de parcelamento;iPhone Xs 64GB Ouro IOS12 4G + Wi-fi CÍ¢mera 12MP - Apple nas Lojas Americanas.com;6299;False;0;10x;629,9;6299;12x;524,91;314,95;12x;472,42;0;0;Iphone;Iphone Xs;64GB;Ouro
R$ 1699,0010x de R$ 169,90 s/ juros;R$ 1699,00 em atÍ© 12x de R$ 141,58 s/ juros com Ame e receba R$ 84,95 (5% de volta) R$ 1529,10 em 1x no cartÍ£o Americanascom (10% de desconto) ou R$ 1699,00 em atÍ© 12x de R$ 141,58 s/ jurosformas de parcelamento;Usado: Iphone 6 Apple 128gb Dourado nas Lojas Americanas.com;1699;False;0;10x;169,9;1699;12x;141,58;84,95;12x;141,58;0;0;Iphone;Iphone 6;128GB;Dourado
R$ 2748,99 (10% de desconto)R$ 2474,09Selo PrimeEsta Í© uma oferta primeem 1x no cartÍ£o;R$ 2748,99 em atÍ© 12x de R$ 229,08 s/ juros com Ame e receba R$ 137,45 (5% de volta) R$ 2748,99 no boleto bancÍçrioR$ 2748,99 no cartÍ£o de crÍ©dito em atÍ© 10x de R$ 274,89 s/ jurosR$ 2474,09 no cartÍ£o Americanascom em atÍ© 12x de R$ 206,17 s/ juros (10% de desconto)formas de parcelamento;iPhone 7 32GB Prateado Desbloqueado IOS 10 Wi-fi + 4G CÍ¢mera 12MP - Apple nas Lojas Americanas.com;2748,99;True;10;0;0;2748,99;12x;229,08;137,45;12x;274,89;2748,99;2748,99;Iphone;Iphone 7;32GB;Prateado
R$ 4999,00 (20% de desconto)R$ 3999,20Selo PrimeEsta Í© uma oferta primeem 1x no cartÍ£o;R$ 4999,00 em atÍ© 12x de R$ 416,58 s/ juros com Ame e receba R$ 249,95 (5% de volta) R$ 4999,00 no boleto bancÍçrioR$ 4999,00 no cartÍ£o de crÍ©dito em atÍ© 10x de R$ 499,90 s/ jurosR$ 3999,20 em 1x no cartÍ£o Americanascom (20% de desconto) ou R$ 4999,00 em atÍ© 12x de R$ 416,58 s/ jurosformas de parcelamento;Smartphone Samsung Galaxy S10 128GB Dual Chip Android Tela 6.1_„ù Octa-Core 4G CÍ¢mera Tripla Traseira 12MP + 12MP + 16MP - Branco nas Lojas Americanas.com;4999;True;20;0;0;4999;12x;416,58;249,95;12x;499,9;4999;4999;Samsung;Galaxy S10;128GB;Branco
R$ 5499,00Selo PrimeEsta Í© uma oferta prime10x de R$ 549,90 s/ juros;R$ 5499,00 em atÍ© 12x de R$ 458,25 s/ juros com Ame e receba R$ 274,95 (5% de volta) R$ 4399,20 em 1x no cartÍ£o de crÍ©dito (20% de desconto)R$ 4399,20 em 1x no cartÍ£o Americanascom (20% de desconto) ou R$ 5499,00 em atÍ© 12x de R$ 458,25 s/ jurosformas de parcelamento;Smartphone Samsung Galaxy S10+ 128GB Dual Chip Android 9.0 Tela 6.4_„ù Octa-Core 4G CÍ¢mera Tripla Traseira 12MP + 12MP + 16MP - Branco nas Lojas Americanas.com;5499;False;0;10x;549,9;5499;12x;458,25;274,95;12x;458,25;0;4399,2;Samsung;Galaxy S10+;128GB;Branco
R$ 5499,00 (20% de desconto)R$ 4399,20Selo PrimeEsta Í© uma oferta primeem 1x no cartÍ£o;R$ 5499,00 em atÍ© 12x de R$ 458,25 s/ juros com Ame e receba R$ 274,95 (5% de volta) R$ 5499,00 no boleto bancÍçrioR$ 5499,00 no cartÍ£o de crÍ©dito em atÍ© 10x de R$ 549,90 s/ jurosR$ 4399,20 em 1x no cartÍ£o Americanascom (20% de desconto) ou R$ 5499,00 em atÍ© 12x de R$ 458,25 s/ jurosformas de parcelamento;Smartphone Samsung Galaxy S10+ 128GB Dual Chip Android 9.0 Tela 6.4_„ù Octa-Core 4G CÍ¢mera Tripla Traseira 12MP + 12MP + 16MP - Preto nas Lojas Americanas.com;5499;True;20;0;0;5499;12x;458,25;274,95;12x;549,9;5499;5499;Samsung;Galaxy S10+;128GB;Preto
R$ 2699,00Selo PrimeEsta Í© uma oferta prime10x de R$ 269,90 s/ juros;R$ 2699,00 em atÍ© 12x de R$ 224,91 s/ juros com Ame e receba R$ 134,95 (5% de volta) R$ 2294,15 em 1x no cartÍ£o de crÍ©dito (15% de desconto)R$ 2699,00 no cartÍ£o Americanascom em atÍ© 12x de R$ 224,91 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy S9 Dual Chip Android 8.0 Tela 5.8"" Octa-Core 2.8GHz 128GB 4G CÍ¢mera 12MP - Preto nas Lojas Americanas.com";2699;False;0;10x;269,9;2699;12x;224,91;134,95;12x;224,91;0;2294,15;Samsung;Galaxy S9;128GB;Preto
R$ 3099,00Selo PrimeEsta Í© uma oferta prime10x de R$ 309,90 s/ juros;R$ 3099,00 em atÍ© 12x de R$ 258,25 s/ juros com Ame e receba R$ 154,95 (5% de volta) R$ 3099,00 no cartÍ£o Americanascom em atÍ© 12x de R$ 258,25 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy S9+ Dual Chip Android 8.0 Tela 6.2"" Octa-Core 2.8GHz 128GB 4G CÍ¢mera 12MP Dual Cam - Preto nas Lojas Americanas.com";3099;False;0;10x;309,9;3099;12x;258,25;154,95;12x;258,25;0;0;Samsung;Galaxy S9+;128GB;Preto
R$ 2699,00 (15% de desconto)R$ 2294,15Selo PrimeEsta Í© uma oferta primeem 1x no cartÍ£o;R$ 2699,00 em atÍ© 12x de R$ 224,91 s/ juros com Ame e receba R$ 134,95 (5% de volta) R$ 2699,00 no boleto bancÍçrioR$ 2699,00 no cartÍ£o de crÍ©dito em atÍ© 10x de R$ 269,90 s/ jurosR$ 2699,00 no cartÍ£o Americanascom em atÍ© 12x de R$ 224,91 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy S9 Dual Chip Android 8.0 Tela 5.8"" Octa-Core 2.8GHz 128GB 4G CÍ¢mera 12MP - Cinza nas Lojas Americanas.com";2699;True;15;0;0;2699;12x;224,91;134,95;12x;269,9;2699;2699;Samsung;Galaxy S9;128GB;Cinza
R$ 3199,00Selo PrimeEsta Í© uma oferta prime10x de R$ 319,90 s/ juros;R$ 3199,00 em atÍ© 12x de R$ 266,58 s/ juros com Ame e receba R$ 159,95 (5% de volta) R$ 3199,00 no cartÍ£o Americanascom em atÍ© 12x de R$ 266,58 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy S9+ Dual Chip Android 8.0 Tela 6.2"" Octa-Core 2.8GHz 128GB 4G CÍ¢mera 12MP Dual Cam - Cinza nas Lojas Americanas.com";3199;False;0;10x;319,9;3199;12x;266,58;159,95;12x;266,58;0;0;Samsung;Galaxy S9+;128GB;Cinza
R$ 3469,2810x de R$ 346,92 s/ juros;R$ 3469,28 em atÍ© 12x de R$ 289,10 s/ juros com Ame e receba R$ 173,47 (5% de volta) R$ 3469,28 no cartÍ£o Americanascom em atÍ© 12x de R$ 289,10 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy S8+ Dual Chip Android 7.0 Tela 6.2"" Octa-Core 2.3 GHz 64GB CÍ¢mera 12MP - Prata nas Lojas Americanas.com";3469,28;False;0;10x;346,92;3469,28;12x;289,1;173,47;12x;289,1;0;0;Samsung;Galaxy S8+;64GB;Prata
R$ 3949,9010x de R$ 394,99 s/ juros;R$ 3949,90 em atÍ© 12x de R$ 329,15 s/ juros com Ame e receba R$ 197,50 (5% de volta) R$ 3752,40 em 1x no cartÍ£o de crÍ©dito (5% de desconto)R$ 3752,40 em 1x no cartÍ£o Americanascom (5% de desconto) ou R$ 3949,90 em atÍ© 12x de R$ 329,15 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy S8+ Dual Chip Android 7.0 Tela 6.2"" Octa-Core 2.3 GHz 64GB CÍ¢mera 12MP - Ametista nas Lojas Americanas.com";3949,9;False;0;10x;394,99;3949,9;12x;329,15;197,5;12x;329,15;0;3752,4;Samsung;Galaxy S8+;64GB;Ametista
R$ 2776,67Selo PrimeEsta Í© uma oferta prime10x de R$ 277,66 s/ juros;R$ 2776,67 em atÍ© 12x de R$ 231,38 s/ juros com Ame e receba R$ 138,84 (5% de volta) R$ 2360,16 em 1x no cartÍ£o de crÍ©dito (15% de desconto)R$ 2776,67 no cartÍ£o Americanascom em atÍ© 12x de R$ 231,38 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy S9 Dual Chip Android 8.0 Tela 5.8"" Octa-Core 2.8GHz 128GB 4G CÍ¢mera 12MP - Ultravioleta nas Lojas Americanas.com";2776,67;False;0;10x;277,66;2776,67;12x;231,38;138,84;12x;231,38;0;2360,16;Samsung;Galaxy S9;128GB;Ultravioleta
R$ 2699,00Selo PrimeEsta Í© uma oferta prime10x de R$ 269,90 s/ juros;R$ 2699,00 em atÍ© 12x de R$ 224,91 s/ juros com Ame e receba R$ 134,95 (5% de volta) R$ 2294,15 em 1x no cartÍ£o de crÍ©dito (15% de desconto)R$ 2699,00 no cartÍ£o Americanascom em atÍ© 12x de R$ 224,91 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy S9 Dual Chip Android 8.0 Tela 5.8"" Octa-Core 2.8GHz 128GB 4G CÍ¢mera 12MP - Azul nas Lojas Americanas.com";2699;False;0;10x;269,9;2699;12x;224,91;134,95;12x;224,91;0;2294,15;Samsung;Galaxy S9;128GB;Azul
R$ 2199,00 (14% de desconto)R$ 1879,0010x de R$ 187,90 s/ juros;R$ 1879,00 em atÍ© 12x de R$ 156,58 s/ juros com Ame e receba R$ 93,95 (5% de volta) R$ 1879,00 no cartÍ£o Americanascom em atÍ© 12x de R$ 156,58 s/ jurosformas de parcelamento;Usado: Samsung Galaxy S9 G9600/ds 128gb Cinza TitÍ¢nio nas Lojas Americanas.com;2199;True;14;10x;187,9;1879;12x;156,58;93,95;12x;156,58;0;0;Samsung;Galaxy S9;128GB;Cinza Titânio
R$ 3099,00Selo PrimeEsta Í© uma oferta prime10x de R$ 309,90 s/ juros;R$ 3099,00 em atÍ© 12x de R$ 258,25 s/ juros com Ame e receba R$ 154,95 (5% de volta) R$ 3099,00 no cartÍ£o Americanascom em atÍ© 12x de R$ 258,25 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy S9+ Dual Chip Android 8.0 Tela 6.2"" Octa-Core 2.8GHz 128GB 4G CÍ¢mera 12MP Dual Cam - Ultravioleta nas Lojas Americanas.com";3099;False;0;10x;309,9;3099;12x;258,25;154,95;12x;258,25;0;0;Samsung;Galaxy S9+;128GB;Ultravioleta
R$ 1399,0010x de R$ 139,90 s/ juros;R$ 1399,00 em atÍ© 12x de R$ 116,58 s/ juros com Ame e receba R$ 69,95 (5% de volta) R$ 1399,00 no cartÍ£o Americanascom em atÍ© 12x de R$ 116,58 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J8 64GB Dual Chip Android 8.0 Tela 6"" Octa-Core 1.8GHz  4G CÍ¢mera 16MP F1.7 + 5MP F1.9 (Dual Cam) - Preto nas Lojas Americanas.com";1399;False;0;10x;139,9;1399;12x;116,58;69,95;12x;116,58;0;0;Samsung;Galaxy J8;64GB;Preto
R$ 1278,8810x de R$ 127,88 s/ juros;R$ 1278,88 em atÍ© 12x de R$ 106,57 s/ juros com Ame e receba R$ 63,95 (5% de volta) R$ 1278,88 no cartÍ£o Americanascom em atÍ© 12x de R$ 106,57 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J8 64GB Dual Chip Android 8.0 Tela 6"" Octa-Core 1.8GHz 4G CÍ¢mera 16MP F1.7 + 5MP F1.9 (Dual Cam) - Prata nas Lojas Americanas.com";1278,88;False;0;10x;127,88;1278,88;12x;106,57;63,95;12x;106,57;0;0;Samsung;Galaxy J8;64GB;Prata
R$ 1299,99Selo PrimeEsta Í© uma oferta prime10x de R$ 129,99 s/ juros;R$ 1299,99 em atÍ© 12x de R$ 108,33 s/ juros com Ame e receba R$ 65,00 (5% de volta) R$ 1299,99 no cartÍ£o Americanascom em atÍ© 12x de R$ 108,33 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J8 64GB Dual Chip Android 8.0 Tela 6"" Octa-Core 1.8GHz 4G CÍ¢mera 16MP F1.7 + 5MP F1.9 (Dual Cam) - Violeta nas Lojas Americanas.com";1299,99;False;0;10x;129,99;1299,99;12x;108,33;65;12x;108,33;0;0;Samsung;Galaxy J8;64GB;Violeta
R$ 949,00Selo PrimeEsta Í© uma oferta prime9x de R$ 105,44 s/ juros;R$ 949,00 em atÍ© 12x de R$ 79,08 s/ juros com Ame e receba R$ 47,45 (5% de volta) R$ 949,00 no cartÍ£o Americanascom em atÍ© 12x de R$ 79,08 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J6 32GB Dual Chip Android 8.0 Tela 5.6"" Octa-Core 1.6GHz 4G CÍ¢mera 13MP com TV - Prata nas Lojas Americanas.com";949;False;0;0;105,44;949;12x;79,08;47,45;12x;79,08;0;0;Samsung;Galaxy J6;32GB;Prata
R$ 799,00Selo PrimeEsta Í© uma oferta prime8x de R$ 99,87 s/ juros;R$ 799,00 em atÍ© 12x de R$ 66,58 s/ juros com Ame e receba R$ 39,95 (5% de volta) R$ 799,00 no cartÍ£o Americanascom em atÍ© 12x de R$ 66,58 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J6 32GB Dual Chip Android 8.0 Tela 5.6"" Octa-Core 1.6GHz 4G CÍ¢mera 13MP com TV - Preto nas Lojas Americanas.com";799;False;0;0;99,87;799;12x;66,58;39,95;12x;66,58;0;0;Samsung;Galaxy J6;32GB;Preto
R$ 999,0010x de R$ 99,90 s/ juros;R$ 999,00 em atÍ© 12x de R$ 83,25 s/ juros com Ame e receba R$ 49,95 (5% de volta) R$ 999,00 no cartÍ£o Americanascom em atÍ© 12x de R$ 83,25 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J6 32GB Dual Chip Android 8.0 Tela 5.6"" Octa-Core 1.6GHz 4G CÍ¢mera 13MP - Violeta nas Lojas Americanas.com";999;False;0;10x;99,9;999;12x;83,25;49,95;12x;83,25;0;0;Samsung;Galaxy J6;32GB;Violeta
R$ 899,00Selo PrimeEsta Í© uma oferta prime9x de R$ 99,88 s/ juros;R$ 899,00 em atÍ© 12x de R$ 74,91 s/ juros com Ame e receba R$ 44,95 (5% de volta) R$ 899,00 no cartÍ£o Americanascom em atÍ© 12x de R$ 74,91 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J6+ 32GB Dual Chip Android Tela Infinita 6"" Quad-Core 1.4GHz 4G CÍ¢mera 13 + 5MP (Traseira) - Prata nas Lojas Americanas.com";899;False;0;0;99,88;899;12x;74,91;44,95;12x;74,91;0;0;Samsung;Galaxy J6+;32GB;Prata
R$ 1299,0010x de R$ 129,90 s/ juros;R$ 1299,00 em atÍ© 12x de R$ 108,25 s/ juros com Ame e receba R$ 64,95 (5% de volta) R$ 1299,00 no cartÍ£o Americanascom em atÍ© 12x de R$ 108,25 s/ jurosformas de parcelamento;"Smartphone Samsung Galaxy J6+ 32GB Dual Chip Android Tela Infinita 6"" Quad-Core 1.4GHz 4G CÍ¢mera 13 + 5MP (Traseira) - Vermelho nas Lojas Americanas.com";1299;False;0;10x;129,9;1299;12x;108,25;64,95;12x;108,25;0;0;Samsung;Galaxy J6+;32GB;Vermelho
